,"#{""t_start"": 1599854281.899092"," ""env_id"": null}"
r,l,t
-120.285982,200,263.33097
-105.142641,200,264.368783
-117.961979,200,265.407076
-102.517205,200,266.467772
-118.902092,200,267.513057
-113.172009,200,268.580474
-109.876224,200,269.626028
-101.257146,200,270.673093
-111.381567,200,271.709626
-96.934294,200,272.761475
-123.961485,200,273.802694
-107.967656,200,274.859019
-116.920862,200,275.893806
-123.341418,200,276.928411
-123.412636,200,277.975164
-124.353982,200,279.011445
-114.654147,200,280.063587
-126.446311,200,281.108383
-114.726292,200,282.145083
-105.174917,200,283.20564
-103.951304,200,284.240335
-126.285591,200,285.331345
-121.261016,200,286.371072
-125.852104,200,287.399086
-128.354623,200,288.47368
-115.962805,200,289.504405
-136.480122,200,290.545673
-134.767437,200,291.597911
-120.081529,200,292.64195
-118.861861,200,293.701631
-120.523258,200,294.741389
-119.467974,200,295.796563
-123.434827,200,296.83551
-124.533622,200,297.890023
-126.94014,200,298.924471
-132.078344,200,299.971037
-105.409003,200,301.010257
-130.660988,200,302.067239
-110.912176,200,303.103853
-113.45274,200,304.156993
-108.548214,200,305.196236
-118.933258,200,306.233455
-115.481705,200,307.299394
-121.957347,200,308.344824
-116.085283,200,309.391692
-113.756257,200,310.442715
-132.813188,200,311.494177
-102.854668,200,312.537772
-112.539478,200,313.588055
-113.355604,200,314.692828
-108.079934,200,315.764162
-122.042954,200,316.813965
-131.979323,200,317.85631
-121.69041,200,318.909903
-143.697689,200,319.952076
-128.185341,200,321.005457
-115.359488,200,322.04315
-120.240433,200,323.081035
-116.876055,200,324.146435
-107.134552,200,325.195165
-119.559578,200,326.236764
-119.504044,200,327.279707
-136.955875,200,328.313317
-123.021526,200,329.359699
-114.658228,200,330.398922
-108.60673,200,331.443976
-115.937574,200,332.485386
-126.206317,200,333.536824
-122.917938,200,334.576218
-114.165024,200,335.629156
-100.478875,200,336.667787
-124.500753,200,337.717881
-123.370327,200,338.753888
-138.373584,200,339.885736
-126.391039,200,340.956544
-125.907944,200,342.014204
-127.961268,200,343.057946
-113.621351,200,344.112719
-135.554467,200,345.150473
-126.906464,200,346.23572
-132.849218,200,347.297134
-136.219753,200,348.342699
-144.910686,200,349.381758
-125.792068,200,350.417051
-133.231971,200,351.46524
-136.348687,200,352.512829
-121.014246,200,353.552709
-132.939838,200,354.617902
-149.296803,200,355.665157
-128.358465,200,356.723601
-121.753954,200,357.765785
-117.372729,200,358.823949
-129.15471,200,359.876941
-122.080613,200,360.942314
-107.891053,200,361.981487
-109.653263,200,363.034119
-138.382392,200,364.073614
-130.907726,200,365.106794
-113.834272,200,366.156038
-100.762372,200,367.21546
-124.131625,200,368.254671
-118.887959,200,369.309349
-110.34851,200,370.35158
-102.700249,200,371.397812
-93.895227,200,372.429495
-98.64871,200,373.45625
-96.189097,200,374.509977
-107.923302,200,375.56534
-113.605926,200,376.602798
-116.021938,200,377.638597
-115.162332,200,378.672249
-125.314171,200,379.701527
-100.125816,200,380.734196
-111.929738,200,381.791575
-116.643688,200,382.825142
-102.301448,200,383.856799
-99.95136,200,384.886217
-113.580216,200,385.920874
-105.160254,200,386.960855
-100.9124,200,387.994719
-118.030647,200,389.050418
-109.418465,200,390.079562
-118.95657,200,391.110955
-121.454322,200,392.145038
-92.187755,200,393.194281
-100.431287,200,394.225096
-119.977155,200,395.269977
-109.274194,200,396.312481
-93.230414,200,397.344684
-110.202846,200,398.401294
-131.566679,200,399.438491
-104.426221,200,400.472197
-184.311269,200,401.511874
-137.107966,200,402.568764
-193.946922,200,403.611579
-174.475247,200,404.662831
-195.185667,200,405.726968
-189.460636,200,406.803435
-169.265062,200,407.89137
-170.95247,200,408.954573
-157.984654,200,410.000949
-176.444117,200,411.066692
-178.924729,200,412.102658
-143.093434,200,413.137326
-122.262082,200,414.167922
-140.448575,200,415.199408
-157.308707,200,416.252959
-143.867509,200,417.322203
-133.638905,200,418.372951
-135.90637,200,419.456179
-112.837722,200,420.492318
-138.318356,200,421.525926
-132.007279,200,422.561825
-115.493196,200,423.630054
-131.323499,200,424.677949
-120.664413,200,425.734156
-112.462505,200,426.776616
-114.19103,200,427.841513
-122.690288,200,428.880982
-131.634268,200,429.935087
-126.133623,200,430.976283
-111.273187,200,432.032757
-117.06457,200,433.083556
-116.019172,200,434.131744
-109.975741,200,435.202537
-114.145166,200,436.253382
-99.74399,200,437.290777
-119.850887,200,438.327811
-110.39214,200,439.375565
-112.207417,200,440.415537
-113.585835,200,441.465015
-135.195474,200,442.510167
-117.050875,200,443.571295
-107.703307,200,444.701266
-109.954501,200,445.792743
-120.408539,200,446.83848
-112.358971,200,447.900306
-125.76386,200,448.952765
-108.438759,200,450.009317
-101.857605,200,451.053906
-114.949306,200,452.118147
-109.643307,200,453.168792
-100.835501,200,454.212805
-113.627262,200,455.285118
-117.369754,200,456.329584
-107.294269,200,457.368741
-125.520826,200,458.408186
-116.856257,200,459.450118
-109.178914,200,460.487417
-110.971811,200,461.537473
-109.120758,200,462.582337
-117.265661,200,463.647143
-111.277894,200,464.692289
-107.11583,200,465.780981
-113.704668,200,466.825062
-118.805784,200,467.878105
-112.61756,200,468.942961
-109.729664,200,469.98799
-121.789186,200,471.04357
-119.339046,200,472.104623
-116.045925,200,473.143916
-111.019379,200,474.18664
-104.360259,200,475.222252
-111.692685,200,476.262551
-125.557092,200,477.301141
-134.060462,200,478.363091
-121.053353,200,479.411129
-120.711777,200,480.446365
-112.981436,200,481.478036
-119.365217,200,482.508986
-125.169434,200,483.549156
-110.996233,200,484.58266
-131.284813,200,485.637198
-108.621894,200,486.673176
-121.043645,200,487.708205
-130.838907,200,488.748117
-115.767912,200,489.781514
-121.078038,200,490.820402
-118.75859,200,491.865629
-106.847687,200,492.911186
-126.905212,200,493.951679
-119.891285,200,494.985561
-124.276517,200,496.051779
-128.451102,200,497.081388
-127.386886,200,498.136823
-127.385473,200,499.172663
-112.92539,200,500.206661
-110.218134,200,501.241396
-119.236792,200,502.284895
-115.115158,200,503.321418
-107.381251,200,504.362189
-109.640897,200,505.40429
-119.381248,200,506.437026
-122.615314,200,507.480483
-116.155401,200,508.51448
-107.741962,200,509.54848
-112.883317,200,510.584157
-104.894947,200,511.614697
-103.702065,200,512.653364
-106.880218,200,513.685696
-96.25846,200,514.718977
-114.638094,200,515.754215
-110.784665,200,516.787321
-97.150047,200,517.821002
-101.54246,200,518.854264
-75.731913,200,519.899536
-88.298584,200,520.94819
-105.43972,200,521.98793
-88.257217,200,523.02467
-151.789079,200,524.081729
-160.295419,200,525.117397
-133.197907,200,526.177054
-75.607146,200,527.209502
-75.074557,200,528.275324
-89.253658,200,529.34493
-113.340185,200,530.39459
-95.987442,200,531.432683
-86.082468,200,532.471533
-93.268846,200,533.508775
-92.860579,200,534.552374
-91.48444,200,535.588376
-112.530284,200,536.627477
-108.492454,200,537.665526
-100.278343,200,538.700046
-168.071659,200,539.734431
-105.245569,200,540.767261
-97.530046,200,541.801252
-104.271845,200,542.842921
-106.259452,200,543.882856
-108.639936,200,544.931525
-110.997481,200,545.971102
-97.946943,200,547.00571
-148.002257,200,548.04899
-139.970888,200,549.160799
-93.691449,200,550.253027
-100.044727,200,551.303673
-118.146354,200,552.346633
-111.738937,200,553.43551
-137.498659,200,554.484512
-174.784888,200,555.556067
-160.319848,200,556.605514
-177.630139,200,557.650727
-125.447621,200,558.700533
-176.245692,200,559.760645
-179.168985,200,560.812921
-126.565656,200,561.852797
-176.096579,200,562.90259
-133.903059,200,563.980539
-164.954677,200,565.037743
-145.237342,200,566.088828
-197.97133,200,567.163919
-194.834319,200,568.228223
-160.004762,200,569.282368
-159.715472,200,570.327729
-167.850076,200,571.397765
-157.338999,200,572.460946
-198.089309,200,573.541405
-166.299597,200,574.597518
-164.282006,200,575.672263
-186.429871,200,576.760223
-153.960876,200,577.837428
-150.403053,200,578.903253
-125.215143,200,579.977905
-152.703639,200,581.039113
-142.185454,200,582.123771
-151.794165,200,583.181359
-141.679069,200,584.233237
-136.859482,200,585.317088
-140.81242,200,586.357575
-140.310025,200,587.415171
-138.879789,200,588.465866
-122.394862,200,589.520816
-127.265032,200,590.59034
-120.550545,200,591.65601
-113.604466,200,592.707226
-121.601412,200,593.765414
-121.505872,200,594.81333
-134.979629,200,595.886689
-115.234109,200,596.934358
-117.934731,200,597.994737
-168.580251,200,599.042684
-140.115457,200,600.08758
-122.761827,200,601.155537
-129.165237,200,602.196676
-132.853536,200,603.263909
-144.013796,200,604.307181
-112.034519,200,605.348473
-117.324611,200,606.408792
-126.340328,200,607.476655
-123.472522,200,608.544772
-117.460016,200,609.607665
-128.054848,200,610.670012
-127.864737,200,611.713459
-115.587642,200,612.7701
-116.818708,200,613.817736
-131.005652,200,614.872663
-131.872652,200,615.95626
-117.551507,200,617.009988
-112.439207,200,618.054255
-105.329826,200,619.109638
-121.119616,200,620.160317
-128.74872,200,621.208026
-129.379837,200,622.271161
-125.35469,200,623.311604
-120.058656,200,624.363435
-113.302767,200,625.416269
-119.767972,200,626.462526
-102.382135,200,627.509456
-131.015468,200,628.582444
-116.571493,200,629.656544
-119.933495,200,630.725636
-108.731925,200,631.781532
-87.818536,200,632.854027
-114.225984,200,633.905116
-126.230334,200,634.974461
-94.288953,200,636.027209
-93.143489,200,637.078451
-96.58016,200,638.159785
-103.17322,200,639.210487
-109.142139,200,640.253729
-95.255004,200,641.29922
-124.048999,200,642.343154
-120.254367,200,643.387342
-100.239231,200,644.432054
-91.945286,200,645.519029
-109.884186,200,646.561898
-106.706245,200,647.607149
-112.488011,200,648.648216
-110.348786,200,649.697652
-113.748215,200,650.745915
-105.305805,200,651.823069
-123.232888,200,652.882005
-114.823873,200,653.917972
-114.895458,200,655.01757
-176.494281,200,656.079566
-111.269434,200,657.124088
-102.086354,200,658.158548
-105.204081,200,659.19339
-115.078447,200,660.226086
-102.777587,200,661.269622
-104.72581,200,662.30835
-102.414329,200,663.347928
-112.130726,200,664.379862
-119.548965,200,665.414572
-108.486986,200,666.450508
-107.868159,200,667.495465
-107.262392,200,668.529388
-92.943913,200,669.567024
-106.65279,200,670.603835
-98.863626,200,671.637472
-104.426586,200,672.671563
-103.397699,200,673.709972
-115.137199,200,674.745719
-100.942295,200,675.806227
-114.85686,200,676.842035
-129.260596,200,677.890351
-106.665821,200,678.9246
-123.148429,200,679.965103
-114.705511,200,681.002578
-149.046542,200,682.057489
-143.31276,200,683.096343
-194.94508,200,684.145796
-197.30837,200,685.184768
-153.417404,200,686.2222
-127.320229,200,687.258696
-134.19509,200,688.297343
-155.812495,200,689.335179
-173.57667,200,690.372739
-160.336561,200,691.420712
-172.676022,200,692.462872
-185.251136,200,693.500173
-180.774407,200,694.541822
-179.32689,200,695.579345
-160.03341,200,696.618839
-171.152153,200,697.658469
-170.808519,200,698.698408
-184.912535,200,699.733841
-173.944013,200,700.781245
-169.059821,200,701.816639
-172.952622,200,702.851198
-125.583051,200,703.888151
-126.973228,200,704.922066
-169.428747,200,705.989124
-94.774396,200,707.028836
-145.392075,200,708.088388
-191.975639,200,709.126046
-162.196083,200,710.167679
-134.021554,200,711.210752
-149.810585,200,712.267605
-156.936338,200,713.311322
-192.953523,200,714.357604
-99.222393,200,715.399047
-137.094225,200,716.443984
-87.211901,200,717.484082
-84.97098,200,718.523871
-98.537338,200,719.568603
-81.210931,200,720.618268
-151.525395,200,721.659902
-93.644939,200,722.701893
-145.137443,200,723.744344
-175.007082,200,724.784887
-176.468917,200,725.822806
-175.260214,200,726.854867
-150.109757,200,727.894516
-170.404243,200,728.932213
-151.36442,200,729.967364
-148.407316,200,731.003166
-130.783378,200,732.038022
-170.917185,200,733.077194
-99.849136,200,734.129105
-120.259576,200,735.165759
-118.917907,200,736.231527
-113.321435,200,737.269932
-128.642066,200,738.303474
-107.312094,200,739.334645
-97.701168,200,740.36668
-129.336623,200,741.400486
-125.071534,200,742.432573
-100.240043,200,743.46832
-112.243027,200,744.507602
-87.524182,200,745.540053
-96.044553,200,746.57961
-137.161915,200,747.616819
-103.141668,200,748.651398
-87.349124,200,749.685517
-95.303407,200,750.718119
-105.384887,200,751.749234
-112.32902,200,752.786429
-110.532559,200,753.825712
-106.824188,200,754.858056
-100.355378,200,755.892362
-118.736793,200,756.934034
-128.178614,200,757.96925
-130.532491,200,759.066428
-161.880645,200,760.125505
-135.076364,200,761.172688
-188.26261,200,762.214404
-135.396383,200,763.248109
-132.000385,200,764.277455
-138.893882,200,765.334523
-140.180335,200,766.383576
-184.283306,200,767.418736
-154.203753,200,768.451626
-145.846019,200,769.483114
-141.124005,200,770.515912
-148.144172,200,771.547301
-162.477071,200,772.580534
-152.024291,200,773.645592
-164.280984,200,774.67943
-144.004589,200,775.713151
-126.924519,200,776.742719
-158.714404,200,777.773092
-127.362455,200,778.806331
-154.907213,200,779.839523
-142.520359,200,780.881799
-131.550165,200,781.920634
-135.12926,200,782.956342
-138.656361,200,783.989096
-116.228154,200,785.024233
-121.582606,200,786.076374
-121.943025,200,787.110482
-124.393571,200,788.145179
-132.291386,200,789.18001
-126.782713,200,790.218262
-116.774051,200,791.255183
-118.912395,200,792.289437
-147.52753,200,793.323812
-144.433883,200,794.362236
-160.631927,200,795.419898
-146.625792,200,796.471324
-146.731067,200,797.509854
-150.317781,200,798.549005
-141.217045,200,799.590049
-144.453015,200,800.638023
-142.310398,200,801.672638
-139.633651,200,802.708769
-150.972843,200,803.746803
-123.715716,200,804.783322
-124.090209,200,805.822816
-124.153376,200,806.858931
-145.184821,200,807.901079
-143.030456,200,808.940416
-120.719751,200,809.976071
-113.626614,200,811.019365
-112.334075,200,812.08949
-130.069568,200,813.130513
-128.732302,200,814.169261
-124.368275,200,815.205262
-130.212171,200,816.241367
-117.70745,200,817.281973
-121.759815,200,818.326441
-100.274535,200,819.36498
-90.781517,200,820.406231
-115.709793,200,821.452658
-105.165186,200,822.489237
-107.434637,200,823.527586
-90.012125,200,824.567605
-105.542395,200,825.63026
-96.67027,200,826.671779
-89.066308,200,827.71262
-103.830256,200,828.749553
-90.53267,200,829.788752
-128.270116,200,830.826649
-114.837569,200,831.867265
-109.421926,200,832.906062
-111.519643,200,833.969011
-121.877239,200,835.023734
-112.29408,200,836.06301
-129.521579,200,837.098679
-92.302074,200,838.154038
-102.533648,200,839.190329
-97.859402,200,840.229189
-107.140951,200,841.2662
-85.295481,200,842.310681
-92.610033,200,843.361597
-103.340046,200,844.411052
-103.593568,200,845.459707
-130.47792,200,846.517208
-99.740321,200,847.574585
-110.302853,200,848.629529
-103.725232,200,849.679447
-104.689857,200,850.729045
-102.939199,200,851.776411
-98.23069,200,852.828766
-106.507916,200,853.881155
-94.760143,200,854.928594
-122.883342,200,855.99505
-110.113756,200,857.044927
-103.098231,200,858.132913
-116.365882,200,859.193466
-133.220174,200,860.273086
-137.965161,200,861.339816
-153.96941,200,862.4043
-154.256868,200,863.513386
-143.651862,200,864.588148
-123.397515,200,865.638453
-145.355481,200,866.686879
-161.03539,200,867.740529
-161.19864,200,868.795928
-166.10955,200,869.847239
-166.830529,200,870.903472
-165.543811,200,871.962136
-158.198251,200,873.014782
-163.620986,200,874.068473
-183.587083,200,875.120239
-160.45998,200,876.177076
-173.030615,200,877.225708
-190.457546,200,878.276515
-152.277634,200,879.332247
-139.674361,200,880.386197
-150.326708,200,881.44446
-164.340453,200,882.505039
-136.864563,200,883.562074
-65.36321,200,884.613732
-138.511477,200,885.692322
-175.233071,200,886.743181
-83.977743,200,887.789489
-139.709424,200,888.836222
-147.672151,200,889.884954
-121.005835,200,890.956154
-64.54351,200,892.014811
-140.889151,200,893.07212
-134.135234,200,894.121632
-140.993039,200,895.20869
-146.977708,200,896.263413
-158.263088,200,897.302523
-175.641761,200,898.343203
-185.382561,200,899.383341
-194.865715,200,900.424275
-184.982768,200,901.463303
-195.654547,200,902.503027
-181.194685,200,903.54732
-196.682898,200,904.589503
-197.757034,200,905.626851
-197.766956,200,906.666371
-194.251495,200,907.712064
-188.835484,200,908.75847
-195.598344,200,909.804116
-197.793199,200,910.850191
-197.407348,200,911.907452
-197.204125,200,912.95449
-187.046843,200,913.997149
-191.901094,200,915.041459
-175.412526,200,916.116259
-183.423931,200,917.180486
-163.562235,200,918.225325
-188.025684,200,919.271995
-194.788149,200,920.318009
-173.911265,200,921.362025
-163.070723,200,922.408958
-186.712913,200,923.45313
-151.386042,200,924.498615
-148.264033,200,925.545482
-166.50676,200,926.588993
-151.637005,200,927.633391
-174.178132,200,928.685413
-142.336592,200,929.736476
-173.193995,200,930.779979
-138.415853,200,931.820284
-177.695057,200,932.864356
-189.784308,200,933.909035
-182.369344,200,934.952423
-174.715986,200,936.000943
-184.946822,200,937.048822
-172.786725,200,938.096354
-190.329416,200,939.142005
-179.858265,200,940.189282
-177.202192,200,941.251066
-148.634639,200,942.304467
-182.367187,200,943.376389
-142.187928,200,944.426666
-165.705847,200,945.50044
-139.150261,200,946.547445
-128.539161,200,947.595296
-147.5755,200,948.648454
-123.377312,200,949.693715
-131.332842,200,950.731272
-146.935057,200,951.772554
-140.008862,200,952.816558
-148.523867,200,953.861221
-135.691393,200,954.901909
-144.636242,200,955.957045
-141.193106,200,957.007506
-142.624544,200,958.053647
-138.620375,200,959.094644
-129.315262,200,960.137174
-140.132953,200,961.178696
-130.822786,200,962.230194
-132.684126,200,963.272146
-124.38457,200,964.31842
-145.03276,200,965.366716
-156.634964,200,966.417265
-105.875304,200,967.460354
-138.185232,200,968.556938
-106.907285,200,969.623727
-109.728322,200,970.669037
-83.586303,200,971.712121
-90.947406,200,972.754874
-94.869446,200,973.796635
-95.778422,200,974.844183
-90.550723,200,975.92184
-68.213389,200,976.980679
-79.978216,200,978.027689
-77.258387,200,979.067955
-81.433036,200,980.111646
-84.119591,200,981.152545
-72.183582,200,982.200521
-97.679957,200,983.24187
-69.067055,200,984.286264
-81.929534,200,985.331794
-84.899634,200,986.374524
-83.348954,200,987.417679
-63.296392,200,988.468842
-64.683697,200,989.513619
-65.090234,200,990.562151
-73.378463,200,991.605867
-81.942137,200,992.650199
-179.802729,200,993.693024
-68.244402,200,994.730345
-80.290372,200,995.790595
-79.557781,200,996.830532
-74.254667,200,997.871134
-74.263536,200,998.913906
-81.61198,200,999.95665
-73.741857,200,1001.002541
-73.295821,200,1002.057982
-88.619831,200,1003.101894
-86.892367,200,1004.151373
-90.453414,200,1005.201697
-107.871198,200,1006.275939
-191.05739,200,1007.320209
-193.014437,200,1008.368129
-197.629382,200,1009.411521
-196.75555,200,1010.450827
-198.506237,200,1011.501867
-192.808474,200,1012.540374
-186.299785,200,1013.580416
-196.390932,200,1014.629087
-183.707809,200,1015.671408
-194.766762,200,1016.731861
-194.01829,200,1017.820318
-194.078479,200,1018.867648
-191.334395,200,1019.905233
-191.776488,200,1020.946013
-187.400246,200,1022.006747
-184.832496,200,1023.047473
-177.847648,200,1024.088479
-159.577454,200,1025.130597
-158.882101,200,1026.1857
-163.963418,200,1027.267686
-176.499397,200,1028.319872
-150.471864,200,1029.359036
-157.040318,200,1030.400029
-121.768415,200,1031.442622
-149.931502,200,1032.508801
-143.19951,200,1033.639224
-142.595481,200,1034.696728
-142.849172,200,1035.799562
-127.017051,200,1036.859028
-130.89862,200,1037.940722
-136.799557,200,1039.000593
-126.353013,200,1040.079878
-115.030115,200,1041.135104
-111.883243,200,1042.185171
-115.141618,200,1043.232941
-113.671386,200,1044.311185
-110.742405,200,1045.376977
-110.505995,200,1046.442732
-90.332452,200,1047.512275
-82.886761,200,1048.582926
-85.497909,200,1049.664909
-74.256366,200,1050.727576
-72.97368,200,1051.814065
-67.262341,200,1052.887033
-63.448302,200,1053.970857
-76.847629,200,1055.025192
-81.57958,200,1056.110411
-101.475704,200,1057.163059
-97.296849,200,1058.217393
-95.923112,200,1059.267
-113.003732,200,1060.33906
-83.463497,200,1061.403339
-89.972451,200,1062.469428
-86.390056,200,1063.531454
-83.146718,200,1064.602052
-77.375749,200,1065.690495
-86.410285,200,1066.761399
-82.229049,200,1067.815717
-78.544209,200,1068.893936
-83.568846,200,1069.958856
-74.82092,200,1071.036902
-78.409648,200,1072.089286
-75.366699,200,1073.140617
-68.544095,200,1074.261462
-78.757234,200,1075.346753
-69.082501,200,1076.401714
-85.948267,200,1077.470592
-69.430242,200,1078.57281
-69.404632,200,1079.656437
-80.676744,200,1080.723564
-83.047035,200,1081.788045
-77.435248,200,1082.852535
-79.598328,200,1083.933846
-70.294455,200,1085.005036
-65.080533,200,1086.080724
-62.702858,200,1087.148325
-65.668384,200,1088.210532
-63.537266,200,1089.292184
-79.870895,200,1090.350203
-76.361732,200,1091.407604
-68.263882,200,1092.470411
-65.883666,200,1093.523965
-60.569731,200,1094.570564
-60.797484,200,1095.657839
-55.708299,200,1096.711226
-55.095712,200,1097.779709
-48.415445,200,1098.837192
-60.162243,200,1099.90622
-57.977795,200,1100.964481
-65.00047,200,1102.095741
-71.874265,200,1103.149453
-61.635567,200,1104.213593
-90.40563,200,1105.301347
-68.639521,200,1106.366607
-84.702253,200,1107.423459
-65.733189,200,1108.489822
-102.541915,200,1109.547819
-98.904018,200,1110.607578
-106.789102,200,1111.679589
-43.977599,200,1112.749103
-83.421179,200,1113.811124
-75.208398,200,1114.911984
-86.577377,200,1115.981516
-96.153621,200,1117.080549
-104.021974,200,1118.158524
-101.80116,200,1119.221171
-111.110478,200,1120.309768
-98.404709,200,1121.375804
-96.956936,200,1122.429432
-121.509875,200,1123.488904
-106.137625,200,1124.550307
-97.625695,200,1125.670704
-54.337519,200,1126.729112
-58.537981,200,1127.782188
-72.44084,200,1128.883354
-86.834197,200,1129.938744
-65.781998,200,1131.000085
-60.261603,200,1132.078444
-69.207826,200,1133.166024
-55.360781,200,1134.230901
-72.168479,200,1135.317287
-51.648421,200,1136.374741
